year,city,tmin,tmax,rh,sh,sr,ep,ws,rf
01/03/2010,Ilorin,23,35.1,73,7.4,17.7,5.5,3,68
01/04/2010,Ilorin,22.8,33.2,77,4.7,17,6.3,3,118.3
01/05/2010,Ilorin,21.9,30.9,82,7.1,14.3,4.5,4,171.3
01/06/2010,Ilorin,21.7,30.1,83,6.4,11.8,3.3,5,296.2
01/07/2010,Ilorin,20.7,29.3,86,4.2,11.9,2.9,3,179.4
01/08/2010,Ilorin,18.3,29,87,2.7,10.5,3.1,3,138.1
01/09/2010,Ilorin,17.7,28.9,86,5.6,13.9,2.3,3,268.9
01/10/2010,Ilorin,21.1,30.8,85,5.9,16.6,2.5,3,248.3
01/11/2010,Ilorin,21.6,33.8,78,7.9,17.2,5.6,3,35.7
01/12/2010,Ilorin,18.3,34.1,58,8.4,18.1,8.9,3.1,0
01/01/2011,Ilorin,21.7,34.4,65,8.3,14.9,7.9,4,34.8
01/02/2011,Ilorin,22.4,34.7,35,8.4,17.2,12.8,4,0
01/03/2011,Ilorin,25.3,36.9,61,7.4,18.2,10.4,4,19.6
01/04/2011,Ilorin,26.2,34.4,73,6.5,15.5,6.1,3,45.9
01/05/2011,Ilorin,25.9,33,76,5.9,15.1,5.5,2,105.6
01/06/2011,Ilorin,21.3,30.6,84,6.1,15.1,2.9,3,194.2
01/07/2011,Ilorin,21.6,29.7,82,4.9,13.3,3.1,4,81
01/08/2011,Ilorin,21.5,28.6,89,2.9,15.3,2.3,4,185
01/09/2011,Ilorin,21.7,30,87,5.5,14.2,2.5,4,281.7
01/10/2011,Ilorin,21.6,30.9,83,5.8,15.7,3.2,4,42.5
01/11/2011,Ilorin,18.8,35,72,7.7,14.9,6.7,3,0
01/12/2011,Ilorin,18.9,34.4,55,8.3,13.9,8.8,3.3,0
01/01/2012,Ilorin,18.4,34.2,50,6.5,14.1,3.5,4.2,0
01/02/2012,Ilorin,20.5,35.9,50,7.2,15.1,11.6,4.6,0
01/03/2012,Ilorin,23.7,37.2,70,7.9,15.3,8.7,5.1,13.8
01/04/2012,Ilorin,23,35.5,72,7.4,15.7,7.4,3.3,53.3
01/05/2012,Ilorin,22.9,33.2,77,5.4,15.8,4.5,5,145.1
01/06/2012,Ilorin,21.9,31,83,6.6,13,3.7,4.6,137.3
01/07/2012,Ilorin,21.8,29.7,86,4.8,11.8,3.2,4,85.1
01/08/2012,Ilorin,21.4,28.4,88,3.3,13.2,2.9,5,57
01/09/2012,Ilorin,20.9,29.7,87,4.8,14.3,2.8,4,173.6
01/10/2012,Ilorin,21.6,32.7,80,6.1,16.5,4.2,4,31.9
01/11/2012,Ilorin,22.4,35.5,70,8.6,18,7.3,3,0
01/12/2012,Ilorin,21.1,35.2,67,8.2,14.4,8.1,3.2,0
01/01/2013,Ilorin,18.1,32.3,39,6.3,15.1,10.8,8,7.2
01/02/2013,Ilorin,21.9,36.5,57,8.1,18.2,10.8,6,0
01/03/2013,Ilorin,24.6,36.7,70,7.8,16.9,7.9,6,28.4
01/04/2013,Ilorin,23.8,34,75,4.9,17.2,3.5,6,106.7
01/05/2013,Ilorin,23.5,33.5,74,6.5,16.2,5.5,5,45.8
01/06/2013,Ilorin,22.3,31.7,79,7,13.5,4.3,4.2,96.8
01/07/2013,Ilorin,22.3,29.5,86,5.2,11,2.7,5,160
01/08/2013,Ilorin,21.7,28.5,88,4.6,11.8,2.6,4,257.9
01/09/2013,Ilorin,21.8,29.8,84,5.2,12.6,2.8,3,93.3
01/10/2013,Ilorin,21.4,31.6,79,5.9,14.4,3.3,3,100.3
01/11/2013,Ilorin,21.4,34.1,76,7.9,16.2,6.4,3,5.9
01/12/2013,Ilorin,19,34,50,8.5,14.6,9.6,3.4,0
01/01/2014,Ilorin,20.9,34.8,61,6.9,14.3,8,5,0.25
01/02/2014,Ilorin,23.7,36.6,71,7.1,16.9,8.4,6,0.25
01/03/2014,Ilorin,24.2,37.1,64,6.9,17.2,9.5,7,25.3
01/04/2014,Ilorin,23.6,33.8,74,6.6,18.3,5.5,8,81.5
01/05/2014,Ilorin,23.6,33.1,75,6.6,17.5,5,6,98
01/06/2014,Ilorin,21.9,30.2,84,6.6,13.3,2.8,6,370.8
01/07/2014,Ilorin,21.5,29,85,4.3,12.8,2.8,2,94.2
01/08/2014,Ilorin,21.9,29,86,2.9,12.5,3,3,80.7
01/09/2014,Ilorin,21.3,29.3,86,4.1,14.5,2.1,2,105.2
01/10/2014,Ilorin,22,31.2,83,6.3,16.5,4.1,2,169.7
01/11/2014,Ilorin,21.2,32.2,75,7.7,17.1,5.7,1,8.1
01/12/2014,Ilorin,19.2,31.9,55,7.3,14.9,9.2,3,0
01/01/2015,Ilorin,20.1,36,58,7.2,12.3,8.8,2,0.25
01/02/2015,Ilorin,22.7,35.9,58,8.2,16,10,3.3,45.1
01/03/2015,Ilorin,23.7,36.6,62,6.7,16.7,9.4,3.4,77.5
01/04/2015,Ilorin,22.8,32,73,6.4,16.1,6.3,6.3,210.3
01/05/2015,Ilorin,22.7,30,81,6.7,16,3.9,5,310.4
01/06/2015,Ilorin,21.8,30,83,6.1,13.5,3.3,5.3,192.7
01/07/2015,Ilorin,21.5,29,86,2.6,10.1,2.6,5.6,156.8
01/08/2015,Ilorin,21.6,30,86,3.9,8.9,2.7,4.9,187.9
01/09/2015,Ilorin,21.7,31,86,3.7,13.7,2.6,4.4,104.1
01/10/2015,Ilorin,21.9,31.1,84,6.6,17.1,2.9,4,9.2
01/11/2015,Ilorin,21.9,34,76,8.3,18,5.2,4.4,0
01/12/2015,Ilorin,21.3,31.6,75,8.6,13.5,7,5.1,0
01/01/2016,Ilorin,19,34,42,8.2,10,11.1,3.6,0
01/02/2016,Ilorin,24,37,70,7.9,16,8.9,6.2,8
01/03/2016,Ilorin,24,36,71,7.1,17.8,7.4,6.2,60.1
01/04/2016,Ilorin,25,35,75,7.1,17.3,6.3,6.5,108.8
01/05/2016,Ilorin,23,31,81,6.9,15.3,3.4,4.5,255.7
01/06/2016,Ilorin,23,30,85,5.7,14.4,2.9,5.2,211.5
01/07/2016,Ilorin,22,29,86,4.7,12.7,2.6,5.6,133.8
01/08/2016,Ilorin,21,28,84,4,10.8,2.9,5.7,63.8
01/09/2016,Ilorin,22,30,88,3.9,12.2,2.4,4.1,271.5
01/10/2016,Ilorin,22,31,84,6.5,17,2.9,4.2,179.8
01/11/2016,Ilorin,21,34,73,6.6,17.7,6.9,3,1
01/12/2016,Ilorin,21,34,71,8.1,15.1,6.6,1.3,11.9
01/01/2017,Ilorin,23.2,33.1,80,7.8,14.1,5,3.8,0.6
01/02/2017,Ilorin,24.1,36.2,72,7.7,17,7.6,3.3,10
01/03/2017,Ilorin,23.4,34.4,74,6.5,18.9,6.1,6.2,79.4
01/04/2017,Ilorin,23.9,35.7,74,6.2,16.8,6.3,6.2,97.5
01/05/2017,Ilorin,22.2,31.2,82,5.7,15.9,3.4,5,192.4
01/06/2017,Ilorin,21.8,30.6,83,6.4,14.3,2.9,6,129.7
01/07/2017,Ilorin,21.7,29.4,86,4.3,11.8,2.7,6.1,195.4
01/08/2017,Ilorin,21.4,27.6,87,6.1,12.6,2.4,6.5,86
01/09/2017,Ilorin,21.6,29.7,87,5.6,16.4,2.5,2.9,262.1
01/10/2017,Ilorin,21.8,31.5,83,7.6,17.3,2.9,3.6,250.7
01/11/2017,Ilorin,18.4,33.6,55,7.6,17.4,7.9,2.7,0.25
01/12/2017,Ilorin,16.5,33.8,56,8,14.7,9.7,2.3,0
01/01/2018,Ilorin,20,34.4,69,6.9,14.5,7.8,3.2,0
01/02/2018,Ilorin,20.5,36.7,47,8.1,16.2,9.7,4.4,0
01/03/2018,Ilorin,23.3,35.2,57,8.1,16.1,7.2,6,31.6
01/04/2018,Ilorin,23.3,32.7,74,7.1,16.9,6,6.8,98.9
01/05/2018,Ilorin,22.2,32.6,78,7.1,14.5,3.3,6.1,285.2
01/06/2018,Ilorin,20.8,31.7,81,6.5,15.3,2.7,4.8,158.2
01/07/2018,Ilorin,21.1,29.8,85,4,12.3,1.7,4.9,158.2
01/08/2018,Ilorin,20.2,29.6,82,3.1,11,1.7,5.5,199.3
01/09/2018,Ilorin,20.8,30.1,85,4.3,17.4,1.9,3.3,134.1
01/10/2018,Ilorin,21,31.5,76,5.7,16,2.6,3.8,142.7
01/11/2018,Ilorin,19,33.6,68,6.9,17.3,4.6,3.5,152.9
01/12/2018,Ilorin,17,34.6,58,6.7,14.5,6.7,2.7,0.3
01/01/2019,Ilorin,18.1,35,51,7.7,14.3,8.7,2.3,0
01/02/2019,Ilorin,21.3,36.6,53,7.7,17.8,8.5,2.5,0
01/03/2019,Ilorin,22.8,36.1,67,8,15,6.8,5.7,20.5
01/04/2019,Ilorin,22.9,34.4,71,6.7,16.4,4.3,5.1,106.1
01/05/2019,Ilorin,22.6,32.2,80,7,15.3,3.6,4.4,42.3
01/06/2019,Ilorin,21.4,30.5,80,6.5,13.4,3.2,5.5,241.1
01/07/2019,Ilorin,20.9,29.4,85,5.1,12.7,2.4,5.7,318.6
01/08/2019,Ilorin,20.8,28.3,84,3.8,10.4,2.8,6.4,226.3
01/09/2019,Ilorin,20.4,28.9,86,5.1,15.8,2.2,4.5,272.3
01/10/2019,Ilorin,20.6,31.1,82,6.5,16.7,2.3,3.1,224.5
01/11/2019,Ilorin,19.4,31.6,80,7.5,16.9,4.9,2.7,4.8
01/12/2019,Ilorin,17.3,33.3,72,7.7,15.6,4,3.5,14
01/01/2020,Ilorin,18.1,32.7,77,6.9,14.4,9.9,2.4,11.1
01/02/2020,Ilorin,22,34.4,73,7.9,17.6,11.5,2.9,1.2
01/03/2020,Ilorin,22.8,35.5,69,7.9,17.5,12.4,6.5,17.9
01/04/2020,Ilorin,22.8,33.3,74,7.2,17.4,8.9,5.9,223.9
01/05/2020,Ilorin,22.4,31.2,80,6.9,16.9,4.2,4.6,76
01/06/2020,Ilorin,21.5,31.2,84,7,14.5,3,4.9,177.2
01/07/2020,Ilorin,21.7,29.6,84,5.5,12.7,1.9,6.7,313.4
01/08/2020,Ilorin,21.2,28.3,86,3.7,13.5,1.9,6.6,209.1
01/09/2020,Ilorin,21.2,30,85,4.5,18,2.6,5.5,185.7
01/10/2020,Ilorin,21.5,31.1,82,6.4,17,5,4.5,122.8
01/11/2020,Ilorin,17.6,33.9,67,7.7,16.7,10,3.9,4.4
01/12/2020,Ilorin,19.1,33.9,76,7.8,14.9,11.7,3.4,0
01/01/2021,Ilorin,19.6,33.7,65,6.4,13.5,7.6,3.8,8.2
01/02/2021,Ilorin,23.5,35.7,62,7.6,18.3,8.1,4.8,0
01/03/2021,Ilorin,23.5,36.1,68,6.9,16.4,6.2,5.4,90.9
01/04/2021,Ilorin,23.3,34.8,74,6.7,17.6,4.3,6.5,61.4
01/05/2021,Ilorin,22.6,32.8,82,8.1,16.1,3.2,6.2,110.3
01/06/2021,Ilorin,21.6,31.6,83,6.6,15.4,2.5,6,144.7
01/07/2021,Ilorin,21.7,29.6,85,3.3,12.3,2,6.8,165.8
01/08/2021,Ilorin,21.6,28.9,83,3.5,10.8,1.7,7,196.2
01/09/2021,Ilorin,21.7,29.7,86,3.9,14.2,1.6,5.6,238.1
01/10/2021,Ilorin,21.3,32,86,6.4,15.6,2.1,4.8,160
01/11/2021,Ilorin,17.8,34.6,79,7.8,16.4,4,5.1,17.5
01/12/2021,Ilorin,20.4,34,71,6.6,16.2,5.4,3.5,0
01/01/1991,Enugu,21.1,33.9,50,7.6,12.7,7.2,4,0
01/02/1991,Enugu,23.9,34.7,70,6.8,14.8,7.1,4,24.2
01/03/1991,Enugu,23.7,33.5,71,6.7,17.2,6.6,6,56.7
01/04/1991,Enugu,23.8,34.2,76,5.1,13.6,5.2,6,76
01/05/1991,Enugu,22.9,32.1,78,6.8,13.1,3,5,314.1
01/06/1991,Enugu,22.7,31.4,82,5.6,12.1,2.9,5,228.7
01/07/1991,Enugu,22.2,29.9,80,3.4,9.9,2.4,5,228.6
01/08/1991,Enugu,22.1,29.7,81,3.8,10.3,2.3,5,316.7
01/09/1991,Enugu,21.9,29.6,85,3.8,11.7,2.6,4,594.6
01/10/1991,Enugu,21.8,29.8,79,5.7,13.9,2.4,4,176.8
01/11/1991,Enugu,21.7,31.6,65,7.9,13.5,3.6,4,74.4
01/12/1991,Enugu,20.3,31.8,69,8.1,12,7.3,4,0
01/01/1992,Enugu,19.4,32.2,59,7.8,14.4,8.8,6,4.3
01/02/1992,Enugu,22.1,35.4,73,6.1,14.4,9,5,1.6
01/03/1992,Enugu,23.9,34.9,76,5.2,14.5,7,6,30.9
01/04/1992,Enugu,23.1,34.6,70,6.1,13.2,6,7,85.8
01/05/1992,Enugu,22.2,30.9,79,6.3,12.4,4.1,5,194.6
01/06/1992,Enugu,22.9,30.5,82,5.4,12.8,2.9,6,219.2
01/07/1992,Enugu,21.8,29.1,82,4.4,10.3,2.3,5,270.6
01/08/1992,Enugu,21.9,29.4,87,2.9,10.3,2.4,5,185.7
01/09/1992,Enugu,22.2,30.2,81,4.7,12,2.3,6,395.9
01/10/1992,Enugu,21.9,31.3,81,4.7,12.5,2.6,48,315.6
01/11/1992,Enugu,20.3,32.1,78,6.3,14.6,6.1,0,0
01/12/1992,Enugu,20.3,34.2,49,7.2,13.2,5.1,0,0
01/01/1993,Enugu,22.2,34.2,47,6.9,13.4,6.9,5,27
01/02/1993,Enugu,22.9,34.3,62,5.2,16.4,8.2,6,57.3
01/03/1993,Enugu,23.7,33.9,69,5.5,12.5,6.1,5.8,49.3
01/04/1993,Enugu,23.6,34.2,74,5.9,13.3,5,6,115.8
01/05/1993,Enugu,23.1,31.9,81,5.4,13.5,3.1,4.7,315.5
01/06/1993,Enugu,23.2,29.8,82,5.6,11.1,2.7,5,216.2
01/07/1993,Enugu,22.2,29.6,84,3.2,9.6,2.4,6,265.3
01/08/1993,Enugu,22.9,29.7,84,3.5,8.9,2.8,7,92.3
01/09/1993,Enugu,21.8,28.9,84,4.4,11.8,2.3,5,218.1
01/10/1993,Enugu,21.9,31.2,82,4.6,12.9,2.6,5,209.8
01/11/1993,Enugu,21.7,32.3,61,6.6,14.8,4.8,5,0
01/12/1993,Enugu,20.3,33.3,69,6.6,14.8,5.2,5,0
01/01/1994,Enugu,19.2,32.2,63,5.5,13.2,14.4,11,0
01/02/1994,Enugu,23.1,35.8,59,6.9,16.4,9.7,7,0
01/03/1994,Enugu,23.8,36.5,68,5.7,14.7,10.7,6,4
01/04/1994,Enugu,25.5,36.7,73,6.5,13.1,7.8,8,3.3
01/05/1994,Enugu,23.6,30.3,80,5.7,12.9,4.2,7,186
01/06/1994,Enugu,22.8,30.2,82,5.7,12.3,2.9,7,101.1
01/07/1994,Enugu,21.9,29.4,84,3.4,10.2,7.7,7,251.4
01/08/1994,Enugu,21.7,29.8,80,3.2,9.6,2.4,7,92.2
01/09/1994,Enugu,22.6,31.5,84,3.9,13,2.3,6,248.2
01/10/1994,Enugu,22.8,33.7,83,5.8,13.5,3.1,5,24.2
01/11/1994,Enugu,23.1,33.2,64,6.7,13.2,4.1,5,0
01/12/1994,Enugu,22.1,32.9,69,7.9,13.4,5.5,5,2.7
01/01/1995,Enugu,20.1,34.4,18,6.5,12.3,9.7,6,0
01/02/1995,Enugu,23.9,35.9,56,5.4,14.3,8.9,6,0
01/03/1995,Enugu,24.8,34.8,57,6.2,14.3,7,8,16.1
01/04/1995,Enugu,23.7,32.7,65,6.7,13.7,5,7,137.9
01/05/1995,Enugu,22.9,31.9,77,5.7,13.8,3.9,5,130.6
01/06/1995,Enugu,21.9,31,81,4.9,12.7,3.1,6,350.5
01/07/1995,Enugu,21.7,29.5,83,3.7,10.1,2.6,5,305.6
01/08/1995,Enugu,21.8,29.8,83,2.5,8.1,2.5,6,385.8
01/09/1995,Enugu,21.1,29.9,82,3,10.4,2.6,5,309.5
01/10/1995,Enugu,22.3,30.6,77,5.1,12.9,2.8,5,122.5
01/11/1995,Enugu,22.1,31.8,71,6.5,15.8,3.9,4,20.9
01/12/1995,Enugu,20.2,32.2,66,7.1,14.4,7.6,6,0
01/01/1996,Enugu,23.1,34.2,51,4.4,13.3,5.8,5,16.6
01/02/1996,Enugu,21.3,35.4,62,6.8,15.5,11.3,5,0
01/03/1996,Enugu,23.9,34.2,67,4.9,13,6.4,6,206.1
01/04/1996,Enugu,23.5,32.1,73,6.4,13.3,3.9,6,127.8
01/05/1996,Enugu,22.7,32.3,78,5.8,13.5,3.5,7,291.7
01/06/1996,Enugu,22.9,30.3,80,4,12.8,2.8,6,202.8
01/07/1996,Enugu,21.7,30.2,83,3.6,8.9,2.2,5,193.5
01/08/1996,Enugu,21.6,29.6,83,2.6,8.7,2.2,5,462.6
01/09/1996,Enugu,21.5,29.9,82,4.3,12.5,2.3,4,259.4
01/10/1996,Enugu,22.2,31.2,79,5.2,13.4,2.9,5,157.8
01/11/1996,Enugu,23.1,33.3,71,6.8,16,3.5,4,12.6
01/12/1996,Enugu,20.3,32.4,53,7.1,13.7,7.8,6,0.25
01/01/1997,Enugu,22.2,34.4,73,4.9,13.2,7,5,2.1
01/02/1997,Enugu,23.9,35.8,53,6,12.6,6.5,6,9.8
01/03/1997,Enugu,23.7,33.2,71,4.8,12.3,5.5,7,127.1
01/04/1997,Enugu,23.8,34.3,78,5.2,13.4,4.8,7,97.8
01/05/1997,Enugu,22.6,32.1,78,6.2,14.8,3.4,6,238.9
01/06/1997,Enugu,22.8,31.4,81,6.3,11.7,3,6,141.9
01/07/1997,Enugu,21.8,29.4,83,5.4,9.2,2.6,7,270.4
01/08/1997,Enugu,21.8,29.2,84,4.8,8.6,2.7,7,198.8
01/09/1997,Enugu,21.9,29.9,83,4.4,10.8,2.6,6,206.3
01/10/1997,Enugu,22.6,30.9,79,5.5,13.7,2.8,6,101.6
01/11/1997,Enugu,22.1,32.1,79,6.4,16.4,3.6,5,55.9
01/12/1997,Enugu,19.3,32.3,49,6.2,14.3,8.3,7,0
01/01/1998,Enugu,21.3,34.4,56,5.6,12.8,7.7,6,0
01/02/1998,Enugu,23.4,34.9,72,4.9,15.3,6.3,6,0
01/03/1998,Enugu,23.6,35.2,67,5.2,11.7,6.4,7,33
01/04/1998,Enugu,24.6,35.4,73,5.6,11.6,5.6,7,148.7
01/05/1998,Enugu,23.7,33.9,76,6.1,13.6,4.7,8,173.6
01/06/1998,Enugu,22.6,30.8,80,4.8,12.5,3.1,6,200.5
01/07/1998,Enugu,22.9,31.2,81,4,10.8,2.8,6,245.1
01/08/1998,Enugu,22.7,29.9,84,4.6,9.5,2.2,6,292.3
01/09/1998,Enugu,22.5,31.2,83,4.5,12.5,2.4,5,222.7
01/10/1998,Enugu,22.6,32.1,78,6,13.7,2.7,5,135.7
01/11/1998,Enugu,23.1,34.4,71,6.8,14.7,4.8,5,0
01/12/1998,Enugu,20.2,34.2,63,5.3,13.8,7,6,0
01/01/1999,Enugu,22.3,34.2,52,5.8,12.7,8,6,7.1
01/02/1999,Enugu,24.9,36.9,67,6.2,14.2,7.8,6,0
01/03/1999,Enugu,24.7,35.2,72,5.5,13.7,5.8,8,46.4
01/04/1999,Enugu,24.6,34.3,72,6.5,12.7,4.9,8,95.3
01/05/1999,Enugu,22.5,32.4,79,6.3,13.3,3.4,6,154.9
01/06/1999,Enugu,22.7,30.8,79,5.4,12.8,2.7,6,220.3
01/07/1999,Enugu,21.9,29.9,81,2.7,10.4,2.3,6,219.3
01/08/1999,Enugu,22.7,29.7,81,3.9,9.7,2.7,7,226.4
01/09/1999,Enugu,21.6,30.3,84,4.3,11,2.1,6,285.2
01/10/1999,Enugu,21.9,31.1,82,5.9,13.5,2.4,5,206.1
01/11/1999,Enugu,22.1,33.2,75,7.1,15.1,3.7,46,0
01/12/1999,Enugu,21.2,32.4,60,5.5,13.1,5.2,6,0
01/01/2000,Enugu,17.2,33.3,26,5.7,12.2,11,9,0
01/02/2000,Enugu,21.3,35.2,39,4.9,12.8,11.7,8,0
01/03/2000,Enugu,24.6,35.9,67,5.4,13.3,7,8,4.4
01/04/2000,Enugu,23.5,33.8,72,6.1,12.9,5.7,8,167.9
01/05/2000,Enugu,22.6,31.1,79,6.2,13.3,2.8,6,278.7
01/06/2000,Enugu,22.7,31.4,82,5.1,12.4,2.5,5,182.6
01/07/2000,Enugu,21.9,29.9,84,5.3,10.6,2.1,4,162.2
01/08/2000,Enugu,21.5,29.4,87,4.3,11.4,1.7,5,413.4
01/09/2000,Enugu,21.6,29.8,83,4.7,11.6,2.2,5,217.4
01/10/2000,Enugu,21.7,30.5,82,6.1,12,2.4,5,217.1
01/11/2000,Enugu,22.2,33.3,74,7.6,13.8,4.1,4,0
01/12/2000,Enugu,19.3,33.2,56,7.6,14.9,6.7,5,0
01/01/2001,Enugu,22.7,33.9,66,4,12.8,6.4,5.4,0.5
01/02/2001,Enugu,22.2,35.3,50,6.9,14.4,9.9,6.8,0.5
01/03/2001,Enugu,24.2,37.5,53,5.2,14.7,10.9,6.2,0
01/04/2001,Enugu,24.2,34.4,73,6.2,13.5,5.3,7.5,181.5
01/05/2001,Enugu,23.7,32.1,78,6.2,13.2,3.5,6.7,89.7
01/06/2001,Enugu,22.5,30.7,81,5.3,12.4,2.6,6.7,279.4
01/07/2001,Enugu,22.5,29,86,3.5,10.2,2.4,6.1,508.3
01/08/2001,Enugu,22.8,29.3,83,2.9,9.6,1.8,6.1,359.1
01/09/2001,Enugu,22.6,29.8,84,3.8,12.4,1.9,6.1,317.5
01/10/2001,Enugu,22.7,30.7,81,5.7,13.1,2.5,5.5,318.8
01/11/2001,Enugu,23.6,32.2,76,8.5,14.3,3.3,4.5,2.3
01/12/2001,Enugu,23.1,32.1,75,5.1,13.6,3.9,4.5,25.8
01/01/2002,Enugu,21.4,33.5,55,8,13.7,7.2,6.1,0
01/02/2002,Enugu,25,35.3,71,6.9,14.8,6.4,6.7,37.6
01/03/2002,Enugu,25.2,34.5,73,6.2,13.6,5.5,6.9,63.4
01/04/2002,Enugu,23.9,32,80,6.8,13.6,3.1,6.1,197.1
01/05/2002,Enugu,23.9,31.2,83,5.8,13.5,2.3,5.1,346.4
01/06/2002,Enugu,23.6,31.1,83,4.5,12.4,2.2,5.9,244.8
01/07/2002,Enugu,22.9,29.3,86,3.7,9.4,1.8,5,320.2
01/08/2002,Enugu,22.6,29.2,86,2.8,7.9,1.7,5.9,264.5
01/09/2002,Enugu,22.1,30.2,84,4,11.1,2.2,4.7,230.5
01/10/2002,Enugu,21.9,30.3,80,5.5,13.5,2.5,4.6,253.5
01/11/2002,Enugu,22.3,32.4,78,7.9,13.9,3.4,3.4,2.5
01/12/2002,Enugu,19.3,32.1,50,7.4,13.8,7.2,6.1,0.7
01/01/2003,Enugu,19.8,32.5,42,5.6,12.5,9.6,7.2,0.25
01/02/2003,Enugu,21,35.9,49,5.8,14,11.3,5.9,0
01/03/2003,Enugu,24.8,34.4,73,7.3,12.2,5.7,5.1,111.5
01/04/2003,Enugu,24.5,33.2,78,6.2,11.9,4.2,4.6,200.9
01/05/2003,Enugu,23.3,31.9,80,5.5,13.2,3.1,4.2,194
01/06/2003,Enugu,22.5,29.8,82,5.3,12.1,2.4,4.5,354
01/07/2003,Enugu,22.4,29.3,84,3,10.8,2.1,5.6,313
01/08/2003,Enugu,22.5,28.8,83,3.1,9.3,2.3,7.1,149.3
01/09/2003,Enugu,22.4,30,85,3.8,11.4,2.1,5.2,249.7
01/10/2003,Enugu,22.5,30.8,82,6,12.8,2.7,4.8,105.3
01/11/2003,Enugu,21.1,31.6,67,6.1,14.4,4.3,5.6,28.8
01/12/2003,Enugu,19.3,38.3,59,5.6,13.6,6.5,5.8,0.25
01/01/2004,Enugu,20.4,33.3,42,5.8,11.9,9.7,6.7,0
01/02/2004,Enugu,21.5,35.4,52,6.3,12.5,9.2,5.2,5.1
01/03/2004,Enugu,23.9,34.3,67,5.7,12.7,7.3,7.1,62.8
01/04/2004,Enugu,24,33.3,76,5.6,12.1,4.7,6.7,148.9
01/05/2004,Enugu,23.6,32.1,79,4.8,12.4,3.4,5.3,109.9
01/06/2004,Enugu,22.8,30.7,81,5.3,11.1,2.8,5.2,263.7
01/07/2004,Enugu,22.8,29.6,83,3,11,2.6,6.2,186.7
01/08/2004,Enugu,22.5,29.1,87,2.6,10.7,1.9,5.4,389.8
01/09/2004,Enugu,22.5,30.3,85,3.5,11.2,2.3,4.6,243.5
01/10/2004,Enugu,22.5,31.1,82,4.8,13.9,2.5,4.6,72.9
01/11/2004,Enugu,22.8,32.4,75,6.7,14.9,3.1,4.6,82.9
01/12/2004,Enugu,20,31.9,88,6.4,13.6,6,5.9,11.6
01/01/2005,Enugu,21.4,32.6,60,5.2,13.5,7,6.1,33.8
01/02/2005,Enugu,23,35.1,66,7,14.5,7.4,3.9,0
01/03/2005,Enugu,25.1,35.7,68,3.2,15.7,7.2,7,9.7
01/04/2005,Enugu,23.7,33.3,76,5.4,15.2,4.6,5.9,144.5
01/05/2005,Enugu,23,31.7,82,4.9,12.2,2.8,4.9,211.2
01/06/2005,Enugu,22.7,30.9,84,3.9,13.7,2.7,5.3,140
01/07/2005,Enugu,22.7,29.6,85,3.1,10.8,2.2,5.8,216
01/08/2005,Enugu,21.9,28.2,88,2.5,9.7,1.7,6,187.2
01/09/2005,Enugu,22.7,30,86,3.3,11.1,2.2,5.1,331.9
01/10/2005,Enugu,22.4,30.9,83,4.9,13.5,2.3,4.2,181.6
01/11/2005,Enugu,21.1,32.7,69,7.2,15.1,4.8,4.9,0.25
01/12/2005,Enugu,17.8,32.8,36,8.2,13.1,9.4,7.2,0
01/01/2006,Enugu,19.8,33.6,41,5.9,13.2,8.9,5.8,1.6
01/02/2006,Enugu,22.1,35.5,62,6.2,14.3,8.3,4.8,0.25
01/03/2006,Enugu,24.9,35,72,6,15,6.3,6.3,90.2
01/04/2006,Enugu,24.3,33.9,75,5.8,15.2,4.5,5.6,194.1
01/05/2006,Enugu,22.7,31.6,82,6.1,16,0.7,4.7,263.9
01/06/2006,Enugu,22.6,30.5,84,5.2,14.2,2.3,5.4,356.7
01/07/2006,Enugu,22.8,29.5,85,3.5,10.2,2.1,5.4,340.2
01/08/2006,Enugu,22.6,29.4,89,2.6,10.6,1.8,4.6,432.1
01/09/2006,Enugu,22.7,30.6,84,4.6,13.5,2.3,4.7,192.4
01/10/2006,Enugu,22.1,30.8,82,5.9,13.3,7.1,4.5,261.7
01/11/2006,Enugu,20.3,32.2,64,6.4,16.8,4.8,5.5,35
01/12/2006,Enugu,20.4,33.5,68,6.4,14.5,5.5,4.5,0
01/01/2007,Enugu,21.7,34.4,74,5.6,12.9,5.6,4.7,0.25
01/02/2007,Enugu,24.6,35,70,5.1,17.4,6.1,5.9,26.7
01/03/2007,Enugu,24.5,34.4,74,6.7,14.3,5.6,6.5,48.6
01/04/2007,Enugu,23.8,32.8,77,6.1,14.9,4.4,6.2,160.9
01/05/2007,Enugu,23.4,31,80,6.2,16.5,3.2,6.3,277.2
01/06/2007,Enugu,23.1,31.2,82,4.8,14.1,2.7,5.6,289.6
01/07/2007,Enugu,22,29.7,85,2.7,10.5,2.3,5.8,368.3
01/08/2007,Enugu,22.5,29.3,86,2.6,9.7,2.1,5.5,268.4
01/09/2007,Enugu,22.9,30.4,82,3.5,12.6,2.4,5.4,176.3
01/10/2007,Enugu,22.3,30.7,82,5.6,14.8,2.7,5,303.4
01/11/2007,Enugu,19.7,32.4,61,8.3,16.2,5.8,5.6,0
01/12/2007,Enugu,20.4,33.5,70,7.8,14.5,5.6,4.1,0
01/01/2008,Enugu,22.4,33.3,64,6.6,15,7,5.1,0.25
01/02/2008,Enugu,20,36.1,31,5.9,17.3,13,7.8,0
