year,city,tmin,tmax,rh,sh,sr,ep,ws,rf
01/04/2006,Ikeja,24.4,33.1,79,6,16,3.4,5.3,178.6
01/05/2006,Ikeja,23.6,32.6,80,5.9,17.1,2.6,4.9,222.6
01/06/2006,Ikeja,21.7,30,86,4.5,13.8,1.7,4.8,247.4
01/07/2006,Ikeja,20.9,28.4,89,3.9,11,1.7,5.8,223.1
01/08/2006,Ikeja,22.8,28.5,89,3.7,9.7,1.7,5.5,117.3
01/09/2006,Ikeja,22.7,29.2,89,3.6,12.7,1.6,5.3,146.4
01/10/2006,Ikeja,23,30,87,3.8,13.6,1.8,4.5,202.5
01/11/2006,Ikeja,23.8,32.3,85,6.5,16,2.5,3.9,41
01/12/2006,Ikeja,23.9,32.6,86,6.4,13.6,2.8,3.9,48.8
01/01/2007,Ikeja,24.3,32.9,90,4.8,12.8,2.7,4.5,16.3
01/02/2007,Ikeja,24.5,33.2,85,6.2,14.6,3.3,5.3,188.5
01/03/2007,Ikeja,24.9,33.2,83,5.8,14.2,3.4,5.4,98.7
01/04/2007,Ikeja,24.3,32.1,82,5.1,15.1,3.2,5.1,230.4
01/05/2007,Ikeja,24.1,31.3,84,4.6,13.1,2.7,4.7,131.2
01/06/2007,Ikeja,23.5,29.5,87,3.4,11.3,2.1,4.6,175.5
01/07/2007,Ikeja,23.1,28.7,88,3.3,10.1,2,5.1,268.4
01/08/2007,Ikeja,22.9,28.1,89,3.4,9.6,2.6,5,170.4
01/09/2007,Ikeja,23.4,28.5,86,3.2,9.6,2.4,5.2,127.5
01/10/2007,Ikeja,23.2,30,85,3.2,11.2,2.2,4.1,139.5
01/11/2007,Ikeja,24.2,33,81,6.1,15.4,3.1,3.7,43.1
01/12/2007,Ikeja,24.5,32.9,87,5.4,15.4,2.6,3.8,0.25
01/01/2008,Ikeja,24.7,33.1,83,4.9,14.6,3.5,4.4,0
01/02/2008,Ikeja,23.9,35.1,70,6.3,17,5.7,4.7,0
01/03/2008,Ikeja,24.8,33.2,78,2.4,16.8,4.3,5.1,86.2
01/04/2008,Ikeja,24.3,32.6,82,6.1,16.1,3.6,4.8,171.3
01/05/2008,Ikeja,23.5,31.5,83,6.5,14.9,2.9,4.5,224.1
01/06/2008,Ikeja,23.6,29.4,89,3.9,14.3,1.8,4,619.5
01/07/2008,Ikeja,22.8,29,87,3.7,10.2,3,6.2,99
01/08/2008,Ikeja,22.9,29,88,2.8,9.2,2.8,5.1,139.1
01/09/2008,Ikeja,23.6,30,87,2.8,12.7,2.1,3.9,225.5
01/10/2008,Ikeja,23.5,30.7,86,5.4,14.2,2.2,3.1,287.9
01/11/2008,Ikeja,23,32,86,5.9,15.5,2.7,3.1,126.2
01/12/2008,Ikeja,24.1,34,81,6.1,15.1,3,3.1,41.1
01/01/2009,Ikeja,22.6,33.1,85,5.3,15.1,4.7,4.3,8.8
01/02/2009,Ikeja,26,35.3,77,5.6,15.9,5.1,4.9,13.6
01/03/2009,Ikeja,26.5,35,75,3.9,16.2,5.7,5,30.8
01/04/2009,Ikeja,26.7,34.6,76,5.4,15.9,5.3,5.2,73.2
01/05/2009,Ikeja,25.2,32.5,82,5.3,14.4,3.7,4.2,114.8
01/06/2009,Ikeja,24,31.1,85,4.4,14.4,2.8,3.9,261.6
01/07/2009,Ikeja,23.8,29,85,3.4,10.1,2.7,5.1,52.2
01/08/2009,Ikeja,23,28.9,84,3.1,7.2,3.2,5.9,29.6
01/09/2009,Ikeja,23.3,29.2,87,5.9,12.2,2.5,5.1,147.7
01/10/2009,Ikeja,24,30.4,84,5.6,15.9,2.5,3.8,220.2
01/11/2009,Ikeja,24.5,32.6,82,5.8,18.8,2.8,3.9,92.1
01/12/2009,Ikeja,23.4,32.5,80,6.2,18,4.1,3.7,0
01/01/2010,Ikeja,24.1,32,84,5.1,9.9,3.7,4.6,17.4
01/02/2010,Ikeja,24.5,33.2,79,6.7,9.5,5.3,4.3,36.8
01/03/2010,Ikeja,25.2,33,74,6.9,10.3,5.7,5.6,51.2
01/04/2010,Ikeja,24.5,32.1,81,4.6,2.3,4.3,5.6,189.4
01/05/2010,Ikeja,24.4,31.4,81,6.1,10.7,3.7,4.1,88.6
01/06/2010,Ikeja,23.9,30.2,85,4.5,10.2,2.4,6.8,338.4
01/07/2010,Ikeja,23.1,28.1,90,2.7,8.4,2.1,6.1,223
01/08/2010,Ikeja,22.9,29.1,86,2.9,8.6,3.2,5.2,148.6
01/09/2010,Ikeja,23.2,28.9,87,5.5,9.8,2.5,7.5,113.3
01/10/2010,Ikeja,22.7,29.7,86,6.1,9.8,2.3,5.6,221.1
01/11/2010,Ikeja,23.6,31.7,85,5.7,10.1,2.2,3.5,92.1
01/12/2010,Ikeja,23.8,32.7,82,6.6,18.2,3.2,5.1,26.9
01/01/2011,Ikeja,24.7,32.7,83,5.7,9.4,3.9,6.1,0.3
01/02/2011,Ikeja,23.7,34,58,6.6,9.3,6.9,4.2,12.5
01/03/2011,Ikeja,25.8,34.6,74,3.7,13.7,6.4,7.8,21
01/04/2011,Ikeja,25.8,32.8,76,5.5,12.7,5.1,7.6,77.9
01/05/2011,Ikeja,24.9,31.8,79,6,11,3.9,6.3,138.8
01/06/2011,Ikeja,23.6,31.3,85,5.9,10.1,2.5,5.9,244.4
01/07/2011,Ikeja,23,28.8,88,3.3,8,2.7,7.1,103.8
01/08/2011,Ikeja,22.9,28,87,2.7,8,2.3,7.3,86.4
01/09/2011,Ikeja,23.2,28.2,90,5.1,9.1,1.7,6.3,436.6
01/10/2011,Ikeja,23.3,30.3,85,5.5,9.6,2.5,5.8,133.6
01/11/2011,Ikeja,24.4,32,85,6.9,11.4,2.7,5.3,32.8
01/12/2011,Ikeja,24,32.7,80,6.4,10.5,3.6,5.8,11.3
01/01/2012,Ikeja,24.4,32.7,87,5.8,11.1,3.4,6.1,1.6
01/02/2012,Ikeja,23.8,33.5,60,6.4,12.9,4.4,7.1,10.1
01/03/2012,Ikeja,26,34.3,76,6.9,13.9,6,8.7,22.2
01/04/2012,Ikeja,24.8,32.6,80,6.7,12.4,4.1,7.6,190.4
01/05/2012,Ikeja,24.5,31.9,82,6.2,13.7,2.9,6.4,265
01/06/2012,Ikeja,23.5,29.4,88,4,12.7,2.1,6,218
01/07/2012,Ikeja,23.4,28.6,86,4,6.3,2.4,7.7,106.5
01/08/2012,Ikeja,23,27.7,88,2.1,6.5,2.4,8.7,24.7
01/09/2012,Ikeja,22.6,28.8,87,3.4,7.9,2.4,7.4,255.7
01/10/2012,Ikeja,23.5,30.9,86,5.9,10.5,2.5,5.7,183.8
01/11/2012,Ikeja,24.5,31.5,85,6.2,10.8,2.6,5.8,59.5
01/12/2012,Ikeja,24.2,32.5,87,6.6,10.3,2.7,5.9,54.7
01/01/2013,Ikeja,24.2,32.9,70,6.4,10.1,4.6,6,0.8
01/02/2013,Ikeja,24.9,33.7,80,7.2,12.5,4.2,8,65.6
01/03/2013,Ikeja,25.6,33.8,79,5.3,13.1,4.3,8.6,35.1
01/04/2013,Ikeja,25.2,32.8,79,5.3,12.7,3.6,7.6,336.3
01/05/2013,Ikeja,24.6,32.3,83,5.9,10.5,3,6.5,145.9
01/06/2013,Ikeja,23.6,30.3,88,2.7,10.3,2.1,6.9,329.5
01/07/2013,Ikeja,23.7,28.8,90,2,7.8,1.8,8,346
01/08/2013,Ikeja,23.4,28.6,86,5.5,6.9,2.6,9.7,45.2
01/09/2013,Ikeja,23.2,29.3,87,2.8,8.3,2.5,2.5,188.6
01/10/2013,Ikeja,23.4,30.1,87,5.9,10.2,2.1,5.9,142.7
01/11/2013,Ikeja,24.3,31.9,84,7,11.2,2.3,5.1,149.2
01/12/2013,Ikeja,23.1,33.3,76,6.9,10.7,3.4,5.5,9.7
01/01/2014,Ikeja,25.6,32.4,85,6.4,10.5,2.7,4.3,53.4
01/02/2014,Ikeja,25.8,33.6,79,6.5,12.3,3.7,4.9,79.1
01/03/2014,Ikeja,25,33.9,84,5.6,11.7,4.4,4.9,308.1
01/04/2014,Ikeja,25,32,77,5.9,11.5,2.9,4.5,157.4
01/05/2014,Ikeja,23,32.3,88,6,12.5,3.5,4.8,320.7
01/06/2014,Ikeja,23.2,29.5,84,2.7,8.2,1.8,4.4,69.5
01/07/2014,Ikeja,23.4,29.2,83,2.2,7.5,2.6,4.2,18.5
01/08/2014,Ikeja,23.4,29.3,86,3.7,7.1,3.1,5,185.2
01/09/2014,Ikeja,24.1,29.3,83,3.7,9.9,2.1,4.1,141
01/10/2014,Ikeja,24,31.2,88,6.1,10.8,2.6,3.6,184.8
01/11/2014,Ikeja,24.2,32.5,81,6.2,12,2.3,3,0.25
01/12/2014,Ikeja,23.5,33.5,75,6.9,10.1,3.2,3,0.25
01/01/2015,Ikeja,25,33,83,7.5,9.3,3.5,3,45.7
01/02/2015,Ikeja,25,34,80,6,11.8,3.5,3,122.8
01/03/2015,Ikeja,25,32,74,6.2,11.6,4.8,4.4,291.1
01/04/2015,Ikeja,24,31,84,4.6,12.1,3.5,5,306.2
01/05/2015,Ikeja,23,30,86,4.7,11.5,2.7,4,213.5
01/06/2015,Ikeja,23,29,88,3.3,9,2.8,3.4,94.5
01/07/2015,Ikeja,23,28,87,2.9,6.2,2.8,3.6,68.5
01/08/2015,Ikeja,23,29,86,4.1,8.2,2.9,4.6,321.2
01/09/2015,Ikeja,23,30,87,4.6,8.5,2.3,4,160.9
01/10/2015,Ikeja,25,32,86,1.5,10.7,2.3,2.7,49.4
01/11/2015,Ikeja,25,33,85,5.4,11.1,2.4,3.1,20.5
01/12/2015,Ikeja,23.6,33.6,87,6.6,10.7,2.7,3.2,0.25
01/01/2016,Ikeja,22.6,33.2,68,5.4,10.8,4.6,4,0.25
01/02/2016,Ikeja,25.7,33.4,84,6,10.8,3.8,3,93.1
01/03/2016,Ikeja,25.3,33.4,82,6.8,12.8,3.7,4,78.2
01/04/2016,Ikeja,25.3,32.9,83,5.9,13.1,3.8,4,94.1
01/05/2016,Ikeja,24.6,31.1,84,5.9,12.7,2.8,4,185.3
01/06/2016,Ikeja,23.7,29.4,90,3.5,11.2,1.8,5,392.3
01/07/2016,Ikeja,23.3,28.3,90,3.3,7.6,1.9,4,225.3
01/08/2016,Ikeja,22.9,28.6,85,4,5.1,2.9,4.5,15
01/09/2016,Ikeja,24,29.5,86,5,6.9,2.2,3.9,194.2
01/10/2016,Ikeja,24,30.6,85,6.6,8.5,2,3.6,94.8
01/11/2016,Ikeja,24.6,32.4,86,5.9,10.2,2.1,3,96.4
01/12/2016,Ikeja,24.7,32.7,88,6.2,10.7,2.4,3.4,16.2
01/01/2017,Ikeja,21.6,32.5,88,7.1,8.9,2.5,4,44.2
01/02/2017,Ikeja,23.2,33.8,83,7.4,10.9,3.7,4,10.7
01/03/2017,Ikeja,22.8,33.3,79,6.3,12.2,3.7,4,121.8
01/04/2017,Ikeja,22.5,33.9,79,5.8,10.6,4,5,26.4
01/05/2017,Ikeja,22.6,31.4,86,6.3,10,2.5,4,294.3
01/06/2017,Ikeja,22.9,30.7,87,3.4,9.3,2.1,3.9,264
01/07/2017,Ikeja,21.7,29.1,89,1.7,6.5,2.1,4.3,52.8
01/08/2017,Ikeja,21.7,28.8,88,2.5,5.4,2.2,4.8,65.7
01/09/2017,Ikeja,21.8,28.6,90,3.2,7.6,1.6,5.2,327.6
01/10/2017,Ikeja,21.8,30.7,84,5.3,5,1.7,4,191.3
01/11/2017,Ikeja,22.3,33.3,81,5.5,6.5,3.4,3.1,95.3
01/12/2017,Ikeja,22.1,33.6,77,5.6,11.8,4.1,3.3,4.6
01/01/2018,Ikeja,22.4,31.4,88,5.3,9.1,2.5,3,0
01/02/2018,Ikeja,22.8,32.5,90,6.3,12.6,3.4,4,0
01/03/2018,Ikeja,23.6,32.6,83,5.9,12.6,3.3,5,76.1
01/04/2018,Ikeja,22.6,31.1,84,5.5,12.2,2.3,4,31.6
01/05/2018,Ikeja,23.1,31.1,84,4.5,12.3,2.1,4,253.7
01/06/2018,Ikeja,22,29.3,86,4.4,7.9,1.2,4,367.7
01/07/2018,Ikeja,21.8,28.5,87,2.9,7.8,1.4,5,228
01/08/2018,Ikeja,20,28.2,88,2.8,2.9,2.2,6,287.9
01/09/2018,Ikeja,19.5,28.6,86,3.1,8.1,1.9,4,160.1
01/10/2018,Ikeja,21.5,29.5,84,5.7,10.2,2,3,120.3
01/11/2018,Ikeja,22.6,31.7,87,7.1,11.2,1.9,3,118.3
01/12/2018,Ikeja,21.6,31.6,83,6.5,11.2,2.5,5,5.4
01/01/2019,Ikeja,22,31.9,87,6.1,10.3,3,5,0.8
01/02/2019,Ikeja,22.6,33,83,6.3,12,4.5,6,3.3
01/03/2019,Ikeja,22.9,33.4,83,5.4,13.1,2.8,6,69.6
01/04/2019,Ikeja,22.6,31,86,5.3,11.8,3.8,6,96.8
01/05/2019,Ikeja,22.8,31.4,84,6.9,10.1,2.1,5,230
01/06/2019,Ikeja,21.9,28.2,90,3.8,8.3,1.2,6,365
01/07/2019,Ikeja,21.9,26.8,90,1.6,8.1,1.1,7,442.7
01/08/2019,Ikeja,21.1,27.8,84,2.5,8.4,1.8,7,134.3
01/09/2019,Ikeja,21.4,28.4,86,3.6,8.2,1.9,6,226.8
01/10/2019,Ikeja,22,30.1,84,5,10.5,1.8,5,98.8
01/11/2019,Ikeja,22,31.2,88,7.3,11.3,1.8,5,98.9
01/12/2019,Ikeja,22.1,31.7,90,6.1,10.2,2.3,5,49
01/01/2020,Ikeja,22.4,32.4,89,5.3,10.9,2.9,5,1.6
01/02/2020,Ikeja,23.1,33.3,77,6.8,12.1,2.8,5,16.3
01/03/2020,Ikeja,22.9,32,82,6.1,12.3,3.6,6,33.9
01/04/2020,Ikeja,23.1,31.5,84,6.8,12.3,2.3,5,115.5
01/05/2020,Ikeja,23,31.5,84,6.1,12.1,1.9,5,154.2
01/06/2020,Ikeja,22.6,28.6,90,3,9.2,1.7,5,463.4
01/07/2020,Ikeja,22.3,28.1,91,1.7,10.2,1.3,6,119
01/08/2020,Ikeja,22.6,27.8,88,2.5,9.2,1.4,6,12
01/09/2020,Ikeja,22.8,27.5,86,2.9,8.5,1.4,5,84.1
01/10/2020,Ikeja,22.3,30,87,5.8,10.1,1.6,4,342.7
01/11/2020,Ikeja,22.4,30.4,87,6.6,11.1,1.9,4,48.7
01/12/2020,Ikeja,22.8,31.4,86,6.5,9.2,1.8,4,0
01/01/2021,Ikeja,22.4,32.4,92,6.8,8.7,1.8,5,23.2
01/02/2021,Ikeja,24,33.2,86,7.9,11,2.6,5,22
01/03/2021,Ikeja,23.3,31.6,79,6.5,11.5,3.1,5,43.3
01/04/2021,Ikeja,23.3,31,83,6.2,28.6,2.6,6,147.4
01/05/2021,Ikeja,22.9,30.1,83,6.3,9.6,1.9,5,236.7
01/06/2021,Ikeja,22.6,28.8,85,2.8,7.8,1.9,5,249.2
01/07/2021,Ikeja,21.6,28.4,87,1.5,7.3,1.7,6,345.6
01/08/2021,Ikeja,16,29.6,90,2.3,8,2,6,221.4
01/09/2021,Ikeja,21.3,29.9,88,3.2,7,2.2,5,197.5
01/10/2021,Ikeja,20.8,31.1,88,5.1,7.7,1.9,5,73.3
01/11/2021,Ikeja,21,31.6,86,6.7,10.5,2.1,5,92.3
01/12/2021,Ikeja,21.7,31.7,91,6.6,9.9,2.4,5,3.2
01/01/1991,PortHarcourt,22.9,32.8,87,5.7,11.4,2.8,4,7.6
01/02/1991,PortHarcourt,23.8,33.3,85,4.7,14.1,1.8,4,27.8
01/03/1991,PortHarcourt,23.7,32.5,84,4.2,14.6,3.3,4,64
01/04/1991,PortHarcourt,24.2,32.1,82,4.9,12.6,1.4,4,158.7
01/05/1991,PortHarcourt,23.3,30.8,86,4.8,12.4,1.4,4,360.8
01/06/1991,PortHarcourt,23.1,29.9,86,2.7,11.9,1.7,3,265.4
01/07/1991,PortHarcourt,22.9,28.5,88,2.1,7.2,1.9,3,375.3
01/08/1991,PortHarcourt,22.6,27.9,88,1.3,9.2,2.9,4,281.7
01/09/1991,PortHarcourt,22.3,29.4,90,3.1,10.2,3.2,3,359.3
01/10/1991,PortHarcourt,22.2,30.1,88,3.2,11.9,3.3,3,431.7
01/11/1991,PortHarcourt,22.3,30.9,84,4,12.5,2.2,3,212.1
01/12/1991,PortHarcourt,21,31.4,83,6.2,11.4,3.7,2,0.5
01/01/1992,PortHarcourt,20.1,31.3,79,5.1,13.4,3.7,2,38.3
01/02/1992,PortHarcourt,22.1,34,84,4.2,12.3,4.1,3,36.3
01/03/1992,PortHarcourt,22.9,33,85,3.9,12.9,3,3,126.6
01/04/1992,PortHarcourt,22.8,33.1,82,4.1,13.1,3,3,173
01/05/1992,PortHarcourt,22.7,31,88,4.3,13.1,1.7,3,230.4
01/06/1992,PortHarcourt,23.1,31,87,3.6,11.6,1.9,3,448.5
01/07/1992,PortHarcourt,22.1,28.4,89,2.1,9.5,1.5,4,436.3
01/08/1992,PortHarcourt,22.4,28,89,1.5,8.2,1.4,3,353.5
01/09/1992,PortHarcourt,22.4,29.3,88,2.4,10.7,1.5,3,364.1
01/10/1992,PortHarcourt,23.1,30.2,86,3.7,12,1.8,2,269.5
01/11/1992,PortHarcourt,21.4,31.2,78,5.2,11.7,3.2,2,54.2
01/12/1992,PortHarcourt,22,33,85,5.8,13.6,3.2,2,0
01/01/1993,PortHarcourt,22.3,33.3,78,5.5,13.2,3.8,2,70.3
01/02/1993,PortHarcourt,22.1,34.1,78,5.9,15.9,4.5,3,49.3
01/03/1993,PortHarcourt,23,32.8,82,4.3,12.5,3.4,3,168.8
01/04/1993,PortHarcourt,23.4,33.2,82,5.8,12.9,2.9,3,86.4
01/05/1993,PortHarcourt,23.1,31.2,84,4.4,13.4,2.4,3,186.7
01/06/1993,PortHarcourt,23,30.3,86,4.6,10.4,1.9,3,378.7
01/07/1993,PortHarcourt,22.3,28.1,91,2.7,8.1,1.2,3,339.4
01/08/1993,PortHarcourt,22.5,28,89,1.7,8.1,1.2,4,234
01/09/1993,PortHarcourt,22.4,29.1,88,2.6,10.2,1.9,4,349.4
01/10/1993,PortHarcourt,22.4,30.4,87,4.4,12.3,1.6,3,227.9
01/11/1993,PortHarcourt,22,31.1,85,5,14.5,3.3,2,56.8
01/12/1993,PortHarcourt,22.4,33.2,83,6.5,14.7,3,2,26
01/01/1994,PortHarcourt,18,33.1,40,4.5,14.1,9.5,3,0
01/02/1994,PortHarcourt,23.1,36.3,77,4.8,14.9,6.2,4,0.25
01/03/1994,PortHarcourt,24.9,36.1,77,4.2,14.5,5.9,3,29.8
01/04/1994,PortHarcourt,25.1,33.2,81,5.5,15,3.3,3,220.8
01/05/1994,PortHarcourt,24.3,32.2,85,4.3,14,2.2,2,226.8
01/06/1994,PortHarcourt,23.2,30.3,87,2.8,12,1.7,2,229.4
01/07/1994,PortHarcourt,23.1,29.1,89,1.3,9.1,1.4,3,182.7
01/08/1994,PortHarcourt,22.4,27.9,90,0.8,9.4,1.2,3,129.5
01/09/1994,PortHarcourt,22.9,29.3,88,2.3,12.6,1.3,4,453.6
01/10/1994,PortHarcourt,22.8,30,87,2.3,14.7,1.5,3,262.4
01/11/1994,PortHarcourt,23.1,31.1,85,4.5,14.4,1.9,3,73.4
01/12/1994,PortHarcourt,22.2,31.3,83,5.6,13.5,2.3,3,8
01/01/1995,PortHarcourt,21.3,33.3,82,2.6,13.7,3.3,2,0
01/02/1995,PortHarcourt,23.1,34.1,80,3.5,15.1,3.8,4,35.9
01/03/1995,PortHarcourt,22.8,33.2,82,2.6,14.9,3,4,107.6
01/04/1995,PortHarcourt,22.6,33.4,83,4.6,15.1,2.8,4,76.4
01/05/1995,PortHarcourt,22.7,31.4,85,4.4,13.5,2.2,4,408.6
01/06/1995,PortHarcourt,22.2,31.1,87,2.9,11.5,2,4,348.5
01/07/1995,PortHarcourt,21.9,29.4,89,2.2,7.9,1.3,4,494.8
01/08/1995,PortHarcourt,22.8,30.2,87,7.8,9.4,1.6,5,159.8
01/09/1995,PortHarcourt,22.1,30.2,89,1.7,9.6,1.6,4,387.6
01/10/1995,PortHarcourt,22.2,30.1,87,2.3,11.2,1.9,4,135.6
01/11/1995,PortHarcourt,22.4,31.2,86,3.3,14.5,2,3,172.8
01/12/1995,PortHarcourt,20.1,32.2,76,2.8,16.9,2.3,3,34.9
01/01/1996,PortHarcourt,23.1,33.3,87,1.8,15,3,3,28.1
01/02/1996,PortHarcourt,22.4,35.1,79,2.3,15.4,5.4,4,0.3
01/03/1996,PortHarcourt,24.2,34.2,80,2.5,13.8,3.8,4,73.8
01/04/1996,PortHarcourt,23.2,32,84,2.9,14.4,2.3,4,280.3
01/05/1996,PortHarcourt,23,31.3,85,4.1,12.2,2.3,4,279.1
01/06/1996,PortHarcourt,23.2,30.3,87,4.1,12.8,1.8,4,227.8
01/07/1996,PortHarcourt,22.1,29.1,90,2.4,9.9,1.5,4,223.7
01/08/1996,PortHarcourt,22.2,29.3,91,2.6,9.6,1.3,4,494.6
01/09/1996,PortHarcourt,22.3,29.2,88,2.6,11.2,1.8,4,348.9
01/10/1996,PortHarcourt,22.1,33.4,86,2.5,12.8,1.9,2,161.5
01/11/1996,PortHarcourt,23.2,31.2,85,2.9,15.4,2,3,83.9
01/12/1996,PortHarcourt,21,31.2,74,1.8,12.7,4.1,4,4.8
01/01/1997,PortHarcourt,22.2,33.2,82,4.5,13.6,3.8,4,34.8
01/02/1997,PortHarcourt,22.9,33.4,85,4,14.6,3.4,4,87.7
01/03/1997,PortHarcourt,22.7,32.2,84,3.9,13.4,2,4,97.3
01/04/1997,PortHarcourt,23.8,33.1,81,4.8,14.6,2.9,4,121.4
01/05/1997,PortHarcourt,22.6,32.4,86,5.5,14.3,2.4,4,258.3
01/06/1997,PortHarcourt,22.5,30.3,85,4.2,12.6,1.9,4,168.7
01/07/1997,PortHarcourt,22.4,28,90,2.7,11.5,1.1,6,365.4
01/08/1997,PortHarcourt,22.1,28.4,88,2,9.6,1.5,5,340.8
01/09/1997,PortHarcourt,23,29.1,87,2.8,10.3,1.6,4,285.4
01/10/1997,PortHarcourt,22.3,30.3,86,3.4,12,1.6,3,263.2
01/11/1997,PortHarcourt,23.1,31.2,84,4.5,15.9,2,3,110.6
01/12/1997,PortHarcourt,21,32.4,70,4.1,14.1,3.9,0,0.25
01/01/1998,PortHarcourt,22.2,34.1,83,4.6,13.4,3.6,4,5.4
01/02/1998,PortHarcourt,23,34,83,4.3,16.7,3.5,4,167.6
01/03/1998,PortHarcourt,23.3,32.3,86,4.5,12.5,2.6,4,224.1
01/04/1998,PortHarcourt,24.1,34,82,5,14.7,2.6,4,90.5
01/05/1998,PortHarcourt,24,32.2,82,4.9,12.8,2.3,5,206.9
01/06/1998,PortHarcourt,23,31.2,83,4.3,10.3,2.1,4,285.7
01/07/1998,PortHarcourt,23.2,30.3,87,1.5,10.2,1.6,4,448.3
01/08/1998,PortHarcourt,23.3,29.2,87,2.2,9.7,1.3,5,511.1
01/09/1998,PortHarcourt,23.2,30.4,88,2.2,11.7,1.6,4,410.5
01/10/1998,PortHarcourt,23,30.3,88,3,13.2,1.5,4,297.4
01/11/1998,PortHarcourt,23.4,32.2,83,3.2,11.6,2.1,3,59.6
01/12/1998,PortHarcourt,22.1,33,77,1.6,14.4,3,3,16.8
01/01/1999,PortHarcourt,22.2,33.1,72,1.4,14.9,4.2,3,70.3
01/02/1999,PortHarcourt,23.9,34.8,80,1.5,16.8,4.2,5,49.3
01/03/1999,PortHarcourt,29.5,33.2,83,0.7,14.5,3,5,168.8
01/04/1999,PortHarcourt,24,33,83,1.3,14.8,2.4,4,86.4
01/05/1999,PortHarcourt,23.4,32.1,83,4.3,15.6,2,4,186.7
01/06/1999,PortHarcourt,23.1,31,87,4.7,13.4,1.6,4,124.9
01/07/1999,PortHarcourt,22.3,28.9,87,3.7,10.1,1.6,5,404.9
01/08/1999,PortHarcourt,22.8,29.1,87,2.3,11.3,1.6,5,331.4
01/09/1999,PortHarcourt,22.9,29.4,88,4.6,9.8,1.4,4,362.5
01/10/1999,PortHarcourt,22.6,30,88,5.2,13.6,1.4,4,312.5
01/11/1999,PortHarcourt,23.1,32,83,4.6,13.3,2.1,3,111.3
01/12/1999,PortHarcourt,21.4,31,77,6.2,13.2,2.8,3,74.8
01/01/2000,PortHarcourt,18.3,33.2,51,4.2,14,6.5,4,0
01/02/2000,PortHarcourt,21.3,35.1,59,5.6,13.9,7,5,0.25
01/03/2000,PortHarcourt,22.9,33.1,84,5.7,15.1,3.1,5,128.3
01/04/2000,PortHarcourt,22.7,31.1,85,4.1,13.9,2.6,5,175.8
01/05/2000,PortHarcourt,22.6,33.2,82,2.6,14.7,2.1,4,138.6
01/06/2000,PortHarcourt,23.2,31.3,87,2.6,12.3,1.9,4,184
01/07/2000,PortHarcourt,22.3,28.9,88,2.5,11.1,1.6,4,193.1
01/08/2000,PortHarcourt,22.4,28.8,90,2.5,12.4,1.3,4,267.7
01/09/2000,PortHarcourt,22.4,29.4,88,2.3,10.1,1.5,4,280.1
01/10/2000,PortHarcourt,23.1,30.3,87,2.3,11,1.6,4,409.5
01/11/2000,PortHarcourt,22.6,32.2,83,5,13.1,2,3,61.3
01/12/2000,PortHarcourt,22.1,33.3,82,5.8,16.5,3.4,3,26.5
01/01/2001,PortHarcourt,22.5,31.9,86,5.3,14.3,2.9,3.1,6.1
01/02/2001,PortHarcourt,22.5,34.1,75,4.2,15.5,5.1,3.9,28.5
01/03/2001,PortHarcourt,24.4,35.8,76,4.9,15.5,5.1,4.5,96.8
01/04/2001,PortHarcourt,24.1,33.5,78,4.4,14,3.3,5,100.5
01/05/2001,PortHarcourt,23.7,31.7,85,3.9,15.6,1.9,3.5,214.2
01/06/2001,PortHarcourt,23.1,30.6,85,4.5,12.5,2,4,201
01/07/2001,PortHarcourt,22.7,27.8,92,2.9,10.3,0.9,3.1,469.2
01/08/2001,PortHarcourt,22.5,28.4,91,2.4,9.5,1,3.3,676.5
01/09/2001,PortHarcourt,22.4,29.1,88,1.7,10.7,1.4,4,293.7
01/10/2001,PortHarcourt,22.8,30.2,85,2.3,12.2,1.6,3.5,190.6
01/11/2001,PortHarcourt,23.1,31.4,85,4,13.9,1.8,2.9,88.6
01/12/2001,PortHarcourt,22.5,31.2,86,6.5,15.3,2.1,2.9,117
01/01/2002,PortHarcourt,21.9,32.4,77,5.5,14.7,3.9,3.6,0.25
01/02/2002,PortHarcourt,23.1,32.8,85,5.3,16.6,2.8,4.1,80.9
01/03/2002,PortHarcourt,23.7,32.7,86,6.1,14.9,2.4,3.7,105
01/04/2002,PortHarcourt,23,31.8,84,5.3,15.3,2.5,4.1,107.5
01/05/2002,PortHarcourt,23.4,31.8,84,4.8,14.7,2.1,3.3,432.1
01/06/2002,PortHarcourt,23.2,30.6,87,3.4,12.5,1.9,4.2,256.5
01/07/2002,PortHarcourt,22.5,29.1,84,1.5,10.5,1.3,3.7,360.2
01/08/2002,PortHarcourt,22.7,28.6,91,1.9,9,1.1,3.4,310.1
01/09/2002,PortHarcourt,22.6,29.5,87,2.4,11.5,1.6,4,139.1
01/10/2002,PortHarcourt,22.3,29.9,86,4.9,12.5,1.6,3.1,171.6
01/11/2002,PortHarcourt,22.6,31.2,85,5.8,13.3,1.8,2.9,111.1
01/12/2002,PortHarcourt,20.8,31.4,79,3.3,14.8,3.4,2.9,20.3
01/01/2003,PortHarcourt,19.3,32.3,65,6.2,15.9,5,3.9,0
01/02/2003,PortHarcourt,21.9,24.6,78,6.9,13.7,4.7,3.7,0.25
01/03/2003,PortHarcourt,23.5,32.7,83,6,14.7,2.8,4,111.3
01/04/2003,PortHarcourt,23.7,32.8,88,6.1,14.8,2.5,3.8,76.4
